code|sentence|useful|complete|condition|payment|null|is_title|benefit_type
16075|在本合同有效期内，若被保险人于等待期（释义一）后被认定达到疾病终末期阶段（释义二）的，则本公司将给付疾病终末期阶段保险金予被保险人，其金额等于被保险人被认定达到该疾病终末期阶段时本合同的基本保险金额。|1|1|1|1|0|0|0
16075|本合同终止。|0|0|0|1|0|0|0
16075|三、重大疾病保险金|1|0|0|0|0|0|0
16075|（一）第一类重大疾病保险金|1|0|0|0|0|0|0
16075|在本合同有效期内，若被保险人于年满七十五岁（释义三）后的首个保险单周年日以前（若保险单周年日与被保险人生日是同一日期，则于被保险人七十五岁生日以前），且于等待期后首次发病（释义四），并被专科医生（释义五）首次确诊患有第一类重大疾病（释义六），则本公司将给付第一类重大疾病保险金予被保险人，其金额等于该重大疾病确诊时本合同基本保险金额的20%（百分之二十）。|1|1|1|1|0|0|0
16075|本合同的第一类重大疾病保险金给付以一次为限。|0|0|0|1|0|0|0
16075|若本公司给付第一类重大疾病保险金，本合同继续有效。|0|0|0|1|0|0|0
16075|若本公司给付身故保险金、疾病终末期阶段保险金或第二类重大疾病保险金中任何一项保险金，则本公司不承担给付第一类重大疾病保险金的保险责任。|0|1|1|1|0|0|0
16075|（二）第二类重大疾病保险金|1|0|0|0|0|0|0
16075|在本合同有效期内，若被保险人于等待期后首次发病，并被专科医生首次确诊患有第二类重大疾病（释义七），则本公司将给付第二类重大疾病保险金予被保险人，其金额等于该重大疾病确诊时本合同的基本保险金额。|1|1|1|1|0|0|0
16075|本合同终止。|0|0|0|1|0|0|0
16075|本合同的第二类重大疾病保险金给付以一次为限。|0|0|0|1|0|0|0
950|在本附加险合同保险期间内，我们承担如下保险责任：|0|0|1|0|0|0|0
950|等待期|0|0|0|0|0|0|0
950|从本附加险合同生效（或最后复效）之日起90日内，被保险人首次发病并经医院1确诊为本附加险合同约定的“重大疾病”2，我们不承担保险责任，退还本附加险合同的现金价值，本附加险合同终止，主险合同及平安附加倍享福意外伤害保险合同同时终止，我们退还主险合同及平安附加倍享福意外伤害保险合同的现金价值。|1|1|1|1|0|0|0
950|这90日的时间称为等待期；|0|0|0|0|0|0|0
950|被保险人因意外伤害3发生上述情形的，无等待期。|0|0|0|0|0|0|0
950|如果在等待期后发生保险事故，我们按照下列方式给付保险金：|0|0|1|0|0|0|0
950|重大疾病保险金|1|0|0|0|0|0|0
950|被保险人经医院确诊初次发生本附加险合同约定的“重大疾病”，我们按照下列二者之和给付重大疾病保险金：|1|0|1|0|0|0|0
950|（1）主险合同、本附加险合同及平安附加倍享福意外伤害保险合同所交保险费之和；|1|0|0|1|0|0|0
950|（2）基本保险金额4。|1|0|0|1|0|0|0
950|“所交保险费”按照确诊当时的基本保险金额确定的年交保险费和保单年度数（交费期满后为交费年度数）计算。|0|0|0|1|0|0|0
950|我们给付重大疾病保险金后，本附加险合同终止，主险合同及平安附加倍享福意外伤害保险合同同时终止。|0|1|1|1|0|0|0
950|异地就诊保险金|1|0|0|0|0|0|0
950|被保险人经医院确诊初次发生本附加险合同约定的“重大疾病”，且在被保险人有效身份证件5登记的所在区/县/县级市以外的医院就诊，我们除按第一项给付重大疾病保险金外，同时还按每10000元基本保险金额给付500元的标准给付异地就诊保险金。|1|1|1|1|0|0|0
950|身故保险金|1|0|0|0|0|0|0
950|被保险人身故，我们按基本保险金额给付身故保险金，本附加险合同终止。|1|1|1|1|0|0|0
950|我们所保障的重大疾病|0|0|0|0|0|0|0
950|我们提供保障的重大疾病共有45种，名称如下，具体释义见“7重大疾病释义”。|0|1|1|1|0|0|0
950|第1类：与恶性肿瘤相关的疾病1、恶性肿瘤2、侵蚀性葡萄胎（或称恶性葡萄胎）第2类：与心脏或脑血管相关的疾病3、急性心肌梗塞5、心脏瓣膜手术7、脑中风后遗症9、主动脉手术10、严重感染性心内膜炎4、严重原发性肺动脉高压6、严重的原发性心肌病8、冠状动脉搭桥术（或称冠状动脉旁路移植术）第3类：与器官功能严重受损相关的疾病11、重型再生障碍性贫血13、双耳失聪15、双目失明17、语言能力丧失19、严重溃疡性结肠炎21、终末期肺病22、胰腺移植24、严重肾髓质囊性病26、严重自身免疫性肝炎12、重大器官移植术或造血干细胞移植术14、慢性肝功能衰竭失代偿期16、系统性红斑狼疮并发肾功能损害18、急性或亚急性重症肝炎20、终末期肾病（或称慢性肾功能衰竭尿毒症期）23、急性坏死性胰腺炎开腹手术25、严重肝豆状核变性（Wilson病）27、严重弥漫性系统性硬皮病第4类：与神经系统相关的疾病28、良性脑肿瘤30、深度昏迷32、瘫痪34、严重帕金森病36、严重脑损伤38、植物人状态29、脑炎后遗症或脑膜炎后遗症31、严重阿尔茨海默病33、严重的多发性硬化35、严重运动神经元病37、非阿尔茨海默病所致严重痴呆第5类：其他重大疾病39、多个肢体缺失41、严重Ⅲ度烧伤43、象皮病45、严重肌营养不良症40、严重的1型糖尿病42、严重类风湿性关节炎44、经输血导致的艾滋病病毒感染或患艾滋病|0|0|0|0|0|0|0
12042|在本合同有效期内，我们承担如下保险责任：|0|0|1|0|0|0|0
12042|满期保险金|1|0|0|0|0|0|0
12042|被保险人在保险期间届满时生存，我们按您已交的本合同和人保寿险附加美丽一生女性特定疾病保险合同（以下简称“附加合同”）的保险费之和（不计利息）的110%给付满期保险金，本合同终止。|1|1|1|1|0|0|0
12042|身故或全残保险金|1|0|0|0|0|0|0
12042|被保险人身故或全残（见7.1），我们按被保险人身故或全残时您已交的本合同和附加合同保险费之和（不计利息）的110%给付身故或全残保险金，本合同终止。|1|1|1|1|0|0|0
12042|本合同所列各种保险金的给付累计以1种和1次为限。|0|0|0|0|0|0|0
8245|在本附加合同保险期间内，本公司承担以下保险责任:|0|0|1|0|0|0|0
8245|一、身故保险金|1|0|0|0|0|0|0
8245|被保险人于本附加合同生效之日起至年满十八周岁的年生效对应日前身故，本附加合同终止，本公司按被保险人身故当时下列两者的较大值给付身故保险金。|1|0|1|0|0|0|0
8245|1．本附加合同所交保险费（不计利息）；|1|0|0|1|0|0|0
8245|2．本附加合同现金价值。|1|0|0|1|0|0|0
8245|被保险人于年满十八周岁的年生效对应日起身故，本附加合同终止，本公司按被保险人身故当时下列两者的较大值给付身故保险金。|1|0|1|0|0|0|0
8245|1．本附加合同所交保险费（不计利息）的105%；|1|0|0|1|0|0|0
8245|2．本附加合同现金价值。|1|0|0|1|0|0|0
8245|二、满期保险金|1|0|0|0|0|0|0
8245|被保险人生存至保险期间届满的年生效对应日且未发生主合同约定的癌症确诊，本附加合同终止，本公司按主合同及本附加合同所交保险费（不计利息）之和给付满期保险金。|1|1|1|1|0|0|0
8261|在本合同保险期间内，且本合同有效的前提下，我们按以下约定承担保险责任：|0|0|1|0|0|0|0
8261|满期保险金|1|0|0|0|0|0|0
8261|若被保险人生存至保险期间届满，我们按如下约定的金额给付满期保险金，本合同终止：|1|0|1|0|0|0|0
8261|满期保险金＝您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和×110%。|1|0|0|1|0|0|0
8261|身故保险金或全残保险金|1|0|0|0|0|0|0
8261|(1)若被保险人因遭受意外伤害导致身故或全残，或在本合同生效或最后一次复效（以较迟者为准）之日起180日后因意外伤害以外的原因导致身故或全残：|1|0|1|0|0|0|0
8261|①被保险人未满18周岁的，我们按以下两者中金额较大者给付身故保险金或全残保险金，本合同终止:|1|0|1|0|0|0|0
8261|·您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和|1|0|0|1|0|0|0
8261|·被保险人身故或确定全残时本合同及“附加吉瑞安康重大疾病保险合同”的现金价值之和|1|0|0|1|0|0|0
8261|②被保险人年满18周岁的，我们按以下两者中金额较大者给付身故保险金或全残保险金，本合同终止:|1|0|1|0|0|0|0
8261|·您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和×110%|1|0|0|1|0|0|0
8261|·被保险人身故或确定全残时本合同及“附加吉瑞安康重大疾病保险合同的现金价值之和|1|0|0|1|0|0|0
8261|(2)若被保险人在本合同生效或最后一次复效（以较迟者为准）之日起180日内因意外伤害以外的原因导致身故或全残，我们按以下两者中金额较大者给付身故保险金或全残保险金，本合同终止:|1|0|1|0|0|0|0
8261|①您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和|1|0|0|1|0|0|0
8261|②被保险人身故或确定全残时本合同及“附加吉瑞安康重大疾病保险合同”的现金价值之和|1|0|0|1|0|0|0
8261|民航交通意外伤害身故保险金或全残保险金|1|0|0|0|0|0|0
8261|若被保险人乘坐经营客运业务的民航班机，自已通过机场安全检查时起至抵达目的地走出民航班机的舱门时止，遭受意外伤害，并自意外伤害事故发生之日起180日内以该次意外伤害为直接原因导致身故或全残:|1|0|1|0|0|0|0
8261|(1)被保险人未满18周岁的，我们按以下两者中金额较大者乘以300%给付民航交通意外伤害身故保险金或全残保险金，本合同终止:|1|1|1|1|0|0|0
8261|①您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和|1|0|0|1|0|0|0
8261|②被保险人身故或确定全残时本合同及“附加吉瑞安康重大疾病保险合同的现金价值之和|1|0|0|1|0|0|0
8261|(2)被保险人年满18周岁的，我们按以下两者中金额较大者乘以300%给付民航交通意外伤害身故保险金或全残保险金，本合同终止:|1|1|1|1|0|0|0
8261|①您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和×110%|1|0|0|1|0|0|0
8261|②被保险人身故或确定全残时本合同及“附加吉瑞安康重大疾病保险合同的现金价值之和|1|0|0|1|0|0|0
8261|8种重大自然灾害意外伤害身故保险金或全残保险金|1|0|0|0|0|0|0
8261|若被保险人因本合同约定的8种重大自然灾害而遭受意外伤害，并自意外伤害事故发生之日起180日内以该次意外伤害为直接原因导致身故或全残：|1|0|1|0|0|0|0
8261|(1)被保险人未满18周岁的，我们按以下两者中金额较大者给付8种重大自然灾害意外伤害身故保险金或全残保险金，本合同终止:|1|0|1|0|0|0|0
8261|①您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和|1|0|0|1|0|0|0
8261|②被保险人身故或确定全残时本合同及“附加吉瑞安康重大疾病保险合同的现金价值之和|1|0|0|1|0|0|0
8261|(2)被保险人年满18周岁的，我们按以下两者中金额较大者乘以300%给付8种重大自然灾害意外伤害身故保险金或全残保险金，本合同终止：|1|0|1|0|0|0|0
8261|①您根据本合同及“附加吉瑞安康重大疾病保险合同”的约定已支付的保险费之和×110%|1|0|0|1|0|0|0
8261|②被保险人身故或确定全残时本合同及“附加吉瑞安康重大疾病保险合同的现金价值之和|1|0|0|1|0|0|0
8261|本合同所列“身故保险金”、“全残保险金”、“民航交通意外伤害身故保险金”、“民航交通意外伤害全残保险金”、“8种重大自然灾害意外伤害身故保险金”、“8种重大自然灾害意外伤害全残保险金”和“满期保险金”中，任意两项或数项不可兼得，即若我们给付了其中任意一项保险金，则其他保险金均不再给付。|0|1|1|1|0|0|0
