code|sentence|label
101|9.10 遗传性疾病 指生殖细胞或受精卵的遗传物质（染色体和基因）发生突变或畸变所引起的疾|0
111|光大永明人寿[2014]年金保险 021 号|0
111|我们给付年金后，保险单账户减少的投资单位数按照每个保险单周年日之后的下一个评估基准|0
111|第十一条 司法鉴定|0
111|第六部分 投资账户说明|0
111|第七部分 您必须了解的事项|0
116|惠福宝二代年金保险条款 新华人寿保险股份有限公司|1
116|惠福宝二代年金保险条款 新华人寿保险股份有限公司|1
116|惠福宝二代年金保险条款 新华人寿保险股份有限公司|1
116|惠福宝二代年金保险条款 新华人寿保险股份有限公司|1
116|惠福宝二代年金保险条款 新华人寿保险股份有限公司|1
116|惠福宝二代年金保险条款 新华人寿保险股份有限公司|1
116|惠福宝二代年金保险条款 新华人寿保险股份有限公司|1
125|工银安盛人寿〔2014〕 年金保险 034 号|0
125|第十五条 合同效力的终止|0
125|第一章 保险责任条款|0
125|3. 您的有效身份证件；|0
125|第七条 责任免除|0
125|积利率以年复利方式累积生息；|0
125|第二章 一般条款|0
125|本合同效力中止后 2 年内，您可以申请恢复合同效力。经我们与您协商并达成协议，在您|0
125|除有特殊约定，本合同生存现金与贺寿金的受益人均为被保险人本人。|0
125|1. 保险合同；|0
125|险凭证上作出足以引起您注意的提示，并对该条款的内容以书面或者口头形式向您作出明确说|0
125|保险费和应交保险费的比例给付。|0
125|民法院起诉。|0
125|第三章 名词释义|0
137|中航三星人寿[2014]年金保险         031 号|0
137|条款正文|0
137|第五条         保险费            本合同保险费在投保时一次性交清。|0
137|第十一条        保单账户价值         本合同有效期内，保单账户价值按如下方法计算： |0
137|30 日内进行给付，并在保单账户价值内扣除相应的部分领取费用。|0
137|予支付，本公司最终确定给付保险金的数额后，将支付相应的差额。|0
137|第二十六条       受益人            投保人或者被保险人可以指定一人或多人为受益人。|0
137|三       毒品             指中华人民共和国刑法规定的鸦片、海洛因、甲基苯丙胺（冰毒）、|0
138|百年附加福享全家年金保险（万能型） 条款|1
138|百年附加福享全家年金保险（万能型） 条款|1
138|百年附加福享全家年金保险（万能型） 条款|1
138|百年附加福享全家年金保险（万能型） 条款|1
138|百年附加福享全家年金保险（万能型） 条款|1
138|百年附加福享全家年金保险（万能型） 条款|1
138|百年附加福享全家年金保险（万能型） 条款|1
183|幸福人寿﹝2015﹞年金保险 009 号|0
183|7.1 账户运作....................................................................................................................................................... 6|0
183|2.1 保险金额|0
183|人退还本主险合同的个人账户价值。|0
183|以上证明和资料不完整的，我们将及时一次性通知申请人补充提供有关证明和资料。|0
183|6. 相关费用|0
183|7.6 个人账户价值的部分领取|0
183|批注或附贴批单后生效。|0
190|安邦财富 1 号年金保险（分红型） 条款|0
190|安邦财富 1 号年金保险（分红型） 条款|0
190|本主险合同申请书之日起 30 日内向您退还保险单的现金价值（见释义|0
190|但被保险人自杀时为无民事行为能力人的除外；|0
190|定份额，各身故保险金受益人按照相等份额享有受益权。|0
190|日内作出核定；情形复杂的，在 30 日内作出核定，本主险合同另有约定的|0
190|即行中止。|0
190|（1） 您申报的被保险人年龄或性别不真实， 并且其真实年龄或性别不符合|0
190|猝死不属于意外伤害。|0
422|请扫描以查询验证条款|0
422|中邮附加意外伤害医疗保险条款目录|0
422|中邮附加意外伤害医疗保险条款|0
422|四、我们为被保险人提供的保险保障|0
422|8、核爆炸、核辐射或核污染。|0
422|4、对于已经从社会基本医疗保险、公费医疗或其他途径获得补偿给付的，需|0
422|八、遇到合同争议的处理|0
422|（1）机动车被依法注销登记的；|0
463|中韩人寿〔2014〕医疗保险 011 号|0
463|中韩人寿保险有限公司|0
463|任：|0
463|民币活期存款基准利率计算的利息损失。|0
463|(5)私家车或公务车：指非商业营利性用途的 9 座以下（含 9 座）汽车，并同|0
463|7.8 毒品 指中华人民共和国刑法规定的鸦片、海洛因、甲基苯丙胺（冰毒）、吗啡、大|0
481|中荷人寿[2015]|0
481|条 款 目 录|0
481|条 款 正 文|0
481|的连带被保险人；|0
481|10、 被保险人于本合同生效日（若续保，仍以第一个生效日为准）之前存在的|0
481|我们在收到保险金给付申请书及上述有关证明和资料之日起六十日内，对属于|0
481|5.2.1 被保险人数量被保险人人数增加时，我们在审核同意后， 于投保人缴纳保险费之日的 24 时|0
481|如果我们在合同订立时已经知道投保人未如实告知的或自我们知道有解除事由|0
481|超过一定的标准，公安机关交通管理部门依据《道路交通安全法》的规定认定|0
530|信泰人寿[2015]护理保险 060 号|0
530|信泰百万呵护终身护理保险条款|0
530|疾病身故保险金 被保险人自本合同生效之日或最后复效之日起因疾病身故的，我们按本合同累|0
530|（8） 遗传性疾病 11.15， 先天性畸形、变形或染色体异常 11.16；|0
530|3.3 长期护理状态的诊
本合同中被保险人长期护理状态的诊断主体为三级综合性医院的专科医生 11.20
|0
530|6.2 保险费的自动垫交 您在投保时选择保险费自动垫交方式的，分期支付的保险费若超过宽限期仍未|0
530|8.1 保险金受益人|0
530|保险金作为被保险人遗产时，必须提供可证明合法继承权的相关权利文件。|0
530|金的数额不能确定的，根据已有证明和资料可以确定的数额先予支付，我们最|0
530|10.5 争议处理 本合同争议的解决方式，由当事人从下列两种方式中选择一种：|0
530|11.12 探险 指明知在某种特定的自然条件下有失去生命或使身体受到伤害的危险，而故意|0
531|渤海人寿[2015]疾病保险 032 号|0
531|渤海人寿保险股份有限公司|0
531|照本合同基本保险金额向恶性肿瘤保险金受益人给付恶性肿瘤保险|0
531|被保险人为无民事行为能力人或者限制民事行为能力人的，可以依|0
531|(2) 恶性肿瘤保险金受益人的有效身份证件；|0
531|处理 决宣告的死亡日期作为被保险人的死亡时间，按本合同的约定给付
|0
531|6. 合同效力的中止及恢复
|0
531|8.3 年龄性别您在申请投保时，应将与有效身份证件相符的被保险人的出生日期

|0
531|(4) 皮肤癌（不包括恶性黑色素瘤及已发生转移的皮肤癌）；|0
531|11.3 保险费约
保险合同生效日在每月、每季、每半年或者每年（根据交费方式确
|0
531|所定义的特定恶性肿瘤，我们除向恶性肿瘤保险金受益人给付|0
531|或者染色
国际统计分类》（ICD-10）确定。
|0
553|中德安联人寿[2015]疾病保险 014 号|0
553|中德安联人寿保险有限公司|0
553|第二部分 我们提供的保障|0
553|在每个保证续保期间临近届满时， 我们将重新审核被保险人是否符合续保条件：若我们|0
553|您退还本附加合同的未经过净保险费。|0
553|（1） 原位癌；|0
586|中英人寿[2016]疾病保险 001 号|0
586|条款目录|0
586|中英人寿爱无忧癌症疾病保险|0
586|您为您未成年子女投保的人身保险，因被保险人身故给付的保险金总和不|0
586|保险》的保险费，同时本合同及其附加合同《中英人寿附加爱无忧两|0
586|工作，六项基本日常生活活动全需他人扶助（注④ ）。|0
586|您应于保险费到期日或之前向我们缴纳保险费。|0
586|因、损失程度等难以确定的，我们对无法确定的部分，不承担给付保险金|0
586|的检查检验报告等）；|0
586|单或与您订立书面变更协议后生效。|0
586|11.7 癌症： 指恶性细胞不受控制的进行性增长和扩散，浸润和破坏周围正常组织，可|0
586|11.17 利息： 指保单借款和自动垫缴的保险费等欠款所产生的利息，该利息按第 4 章《保|0
589|同方全球人寿[2015]|0
589|9.6 争议处理10.8 指定或认可的医院
10.16 无有效行驶证
|0
589|同方全球「康爱一生」 终身防癌疾病保险条款|0
589|为未成年子女投保的人身保险，因被保险人身故而给付的保险金总和不得超过国务|0
589|4. 被保险人主动吸食或注射毒品；|0
589|故在先。|0
589|我们未及时履行前款规定义务的，除支付保险金外，应当赔偿被保险人或受益人因|0
589|本合同有效期内，在您的保险合同累积有现金价值的前提下，您可以向我们申请借|0
589|1. 保险合同；|0
589|1. 您申报的被保险人年龄或性别不真实，并且其真实年龄或性别不符合本合同约定|0
589|10.1 投保年龄|0
589|2. 具有有效的中华人民共和国《医师执业证书》，并按期到相关部门登记注册；|0
589|一定的标准，公安机关交通管理部门依据《中华人民共和国道路交通安全法》的规|0
592|国华人寿[2015]疾病保险 041 号|0
592|国华 1 号恶性肿瘤疾病保险 A 款|0
592|180 日内患本合同约定的恶性肿瘤（见 7.3），我们不承担给付保险金的责任，|0
592|以上证明和资料不完整的，我们将及时一次性通知申请人补充提供有关证明和|0
592|对保险条款中免除我们责任的条款，我们在订立合同时应当在投保单、保险单|0
592|（2）因履行本合同发生的争议，由当事人协商解决，协商不成的，依法向人|0
592|品，但不包括由医生开具并遵医嘱使用的用于治疗疾病但含有毒品成分的处方|0
595|国联人寿〔2015〕 疾病保险 040 号|0
595|国联人寿保险股份有限公司|0
595|特定恶性肿瘤额
若男性被保险人在等待期后被确诊初次患肺癌（见释义）、 前列腺癌（见|0
595|3.3 保险金给付 我们在收到保险金给付申请书及合同约定的证明和资料后，将在 5 日内作
|0
595|(7)明确说明与如实告知；|0
595|(1)具有有效的中华人民共和国《医师资格证书》；|0
595|床症状或体征的，为感染艾滋病病毒；如果同时出现了明显临床症状或体|0
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
615|富德生命康富人生防癌疾病保险条款|1
735|人保寿险附加团体长期特定疾病保险|0
735|人保寿险附加团体长期特定疾病保险条款|0
735|发生上述其他情形导致被保险人身故的，本附加合同对该被保险人的保险责任终止，|0
735|受益人与被保险人在同一事件中身故，且不能确定身故顺序的，推定受益人身故|0
735|栓塞或脑梗塞， 在确诊 180 日后未遗留神经系统功能障碍或后遗的神经系统功能|0
735|（2）自主生活能力完全丧失，无法独立完成六项基本日常生活活动中的二项或|0
735|受住院治疗，及其后接受该手术，而对该面部毁容所进行的治疗亦是医疗所需。|0
809|君康人寿[2015]疾病保险 096 号|0
809|君康人寿保险股份有限公司|0
809|2.4 基本保险金额 指投保人与本公司约定的用以计算保险金数额的基数。 本合同的基本保险金
|0
809|道保险事故发生之日起计算。|0
809|投保人因重大过失未履行如实告知义务，对保险事故的发生有严重影响的，|0
809|7.3 周岁 指按法定身份证明文件中记载的出生日期计算的年龄，自出生之日起为零周
|0
809|8.急性或亚急性
指因肝炎病毒感染引起肝脏组织弥漫性坏死，导致急性肝功能衰竭，且经血
|0
809|15.瘫痪 指因疾病或意外伤害导致两肢或两肢以上肢体机能永久完全丧失。肢体机能
|0
809|(1) 骨髓穿刺检查或骨髓活检结果支持诊断；|0
809|7.8 初次罹患 指被保险人在等待期后初次患有本合同所约定的疾病，不包括被保险人在本
|0
809|本合同最后一期 不同交费方式下退还保险费的比例|0
838|/|0
838|如实告知……………………………………………………………………………………………5.1|0
838|【条款目录】|0
838|【条款内容】|0
838|2.5合同的撤销（犹豫期）|0
838|并经国务院卫生部门评审确定的属于二级（含）以上的医院7专科医生明确诊断确定为本8明确诊断确定为本|0
838|3.4轻症疾病保险金|0
838|费总额。如复效前有现金价值的，我们还将向您退还本合同复效前的现金价值。|0
838|（一）投保人对被保险人的故意杀害、故意伤害；|0
838|发生上述第（二）至（七）项情形，导致被保险人身故、全残、符合生命末期状态、罹患本合|0
838|真实的。|0
838|8.保险金的申请|0
838|申请重大疾病保险金、轻症疾病保险金或者特定重大疾病保险金时，除提供一般证明文件资料|0
838|本合同全残保险金、生命末期保险金、重大疾病保险金、轻症疾病保险金、特定重大疾病保险|0
838|我们接到解除合同申请的次日零时起，本合同效力终止。我们将于收齐前述证明文件和资料后|0
838|【索引】|0
838|附件一：全残项目|0
838|（3）心肌酶或肌钙蛋白有诊断意义的升高，或呈符合急性心肌梗塞的动态性变化；|0
838|（2）肝性脑病；|0
838|指因疾病或意外伤害导致两肢或两肢以上肢体机能永久完全丧失。肢体机能永久完全|0
838|指因疾病或意外伤害导致完全丧失语言能力，经过积极治疗至少12个月（声带完全|0
838|别是眼外肌）极易疲劳。疾病可以累及呼吸肌、上肢或下肢的近端肌群或全身肌肉，|0
838|（三十六）急性坏死胰腺炎开腹手术|0
838|生活能力完全丧失，无法独立完成六项基本日常生活活动中的三项或三项以上，日|0
838|能减退症；|0
838|坏，产生针对肝脏自身抗原的抗体导致自身免疫反应，从而破坏肝细胞造成肝脏炎|0
838|（2）持续不间断180天以上；|0
838|指因感染性病原体造成心脏内膜发炎，并符合下列所有条件：|0
838|附件三：重大疾病分组|0
838|（3）相当于AnnArbor分期方案I期程度的何杰金氏病；|0
838|（3）持续180天|0
838|病确诊180天后或意外伤害发生180天后，该肢三大关节肿的两大关节仍然完全僵硬，|0
838|（二十六）心脏起搏器或除颤器植入|0
838|附件五：轻症疾病分组|0
838|2、白血病是血液及造血组织的恶性肿瘤，其特征为白细胞不受控制的进行性增长和扩散，可经|0
1018|阳光人寿[2014]疾病保险022号|0
1018|条款目录|0
1018|9-1|1
1018|9-2|1
1018|9-3|1
1018|9-4|1
1018|9-5|1
1018|9-6|1
1018|9-7|1
1018|9-8|1
1018|9-9|1
2005|利安人寿[2014]疾病保险015号|0
2005|利安人寿保险股份有限公司|0
2005|身故保险金若被保险人于年满18周岁后的首个合同生效日对应日前身故，并且在身故|0
2005|们依照《中华人民共和国继承法》的规定履行给付保险金的义务：|0
2005|我们在收到保险金给付申请书及有关证明和资料之日起60日内，对给付保|0
2005|6.1现金价值指本合同保险单所具有的价值，通常体现为解除合同时，根据精算原理计|0
2005|制”的规定。|0
2005|计分类》（ICD-10）的恶性肿瘤范畴。|0
2005|的疾病，通常具有由亲代传至后代的垂直传递的特征。|0
2025|君龙人寿[2014]疾病保险36号|0
2025|君龙附加龙行康顺防癌疾病保险条款|0
2025|君龙附加龙行康顺防癌疾病保险条款|0
2025|我们约定，并在保险单上载明。|0
2025|(3)战争、军事冲突、暴乱或武装叛乱；|0
2025|特定保险金的在申请特定保险金时，申请人须填写保险金给付申请书，并须提供下列证|0
2025|本附加合同的保险费支付方式、支付期限及保险费约定支付日须与主合同一|0
2025|等额度的基本保险金额。基本保险金额减少的部分依(7.1)解除合同的手续|0
2025|8.2适用主合同条下列各项条款，适用主合同条款：|0
2025|(6)感染艾滋病病毒或患艾滋病期间所患恶性肿瘤。|0
2025|(3)转移性恶性肿瘤或其他非源于子宫组织的恶性病变；|0
2025|9.16先天性畸形、被保险人出生时就具有的畸形、变形或染色体异常。先天性畸形、变形和染|0
2403|复星保德信人寿|0
2403|复星保德信团体俪人守护B款疾病保险条款|0
2403|投保人为被保险人连续投保本合同的，无等待期。|0
2403|途径已经及时知道或者应当及时知道保险事故发生或者投保人虽未及时通知但不影响本公司确定保险|0
2403|本合同保险期间内，投保人可以书面形式要求解除本合同。如投保人要求解除本合同的，投保人应|0
2403|或双方认可的其他形式通知本公司。如果投保人未通知的，则本公司按本合同最后载明的住所、通讯地|0
2403|8.4女性特定重大疾病|0
4649|工银安盛人寿〔2015〕疾病保险035号|0
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4649|工银安盛人寿保险有限公司|1
4664|泰康人寿〔2015〕疾病保险062号|0
4664|泰康人寿保险股份有限公司|0
4664|免合同投保人）经医院（见10.6）初次确诊（10.7）非因意外伤害（见10.8）导|0
4664|（5）战争、军事冲突、暴乱或者武装叛乱；|0
4664|申请人为无民事行为能力人或者限制民事行为能力人时，由其合法监护人代其申|0
4664|手续及风险列资料的原件：|0
4664|9.2急性心肌梗塞指因冠状动脉阻塞导致的相应区域供血不足造成部分心肌坏死。须满足下列至少|0
4664|（1）实际实施了开颅进行的脑肿瘤完全切除或部分切除的手术；|0
4664|由头颅断层扫描（CT）、核磁共振检查（MRI）或正电子发射断层扫描（PET）等影|0
4664|9.25主动脉手术指为治疗主动脉疾病，实际实施了开胸或开腹进行的切除、置换、修补病损主动|0
4664|（或称恶性葡胎，并已经进行化疗或手术治疗的。|0
4664|维持生命的临床状态。且须满足下列全部条件：|0
4664|10.4周岁指按有效身份证件中记载的出生日期计算的年龄，自出生之日起为零周岁，每经|0
4664|（1）没有取得中华人民共和国有关主管部门颁发或者认可的驾驶资格证书；|0
4664|险费的次数也不同：|0
7380|德华安顾人寿[2014]医疗保险019号|0
7380|德华安顾附加安吉星B款意外伤害医疗保险条款|0
7380|（一）被保险人已获得社会医疗保险（见释义6）报销医疗费用的，本公司按照下列|0
7380|七、被保险人从事或参与潜水（见释义17）、滑水、滑雪、滑冰、滑翔翼、跳伞、|0
7380|第五部分投保人享有的其他权益|0
7380|第七部分释义|0
7380|(2)未依法按时进行或通过机动车安全技术检验。|0
8041|民民生附加意外伤害医疗保险2014条款民生人寿保险股份有限公司|1
